farm_id,recent_date,recent_ndvi,prev_date,prev_ndvi,delta
35011536410045,None,0.6199899925933414,None,0.5608787592642878,0.05911123332905366
35011536410029,None,0.24552029342716364,None,0.2608057600448619,-0.015285466617698251
35011536410148,None,0.2906317651723274,None,0.2707286738803779,0.019903091291949504
35011536410006,None,0.2493713268667165,None,0.30109142889284063,-0.05172010202612412
35011536410167,None,0.27514790633655767,None,0.23686822770909546,0.038279678627462205
35011536410083,None,0.5265077149358862,None,0.4946231106225904,0.03188460431329582
35011536410006,None,0.22888713003196728,None,0.25755623741261363,-0.028669107380646347
35011536410120,None,0.5369432880553274,None,0.46410421370942784,0.07283907434589959
35011536410078,None,0.22242138562456779,None,0.25034148360018454,-0.02792009797561676
35011536410059,None,0.5666734621154053,None,0.5795483120188084,-0.012874849903403152
35011536410167,None,0.2947712233905068,None,0.2546098844298738,0.04016133896063301
35011536410007,None,0.2493713268667165,None,0.30109142889284063,-0.05172010202612412
35011536410119,None,0.5977076717112393,None,0.47017343254158667,0.12753423916965262
35011536410002,None,0.34412472851500653,None,0.3347039467273372,0.009420781787669308
35011536410007,None,0.22888713003196728,None,0.25755623741261363,-0.028669107380646347
35011536410144,None,0.22242138562456779,None,0.25034148360018454,-0.02792009797561676
35011536410113,None,0.5715001687624467,None,0.5685679462872631,0.0029322224751835435
35011536410024,None,0.3359177474426683,None,0.3356544396304123,0.0002633078122559751
35011536410166,None,0.5735265880524566,None,0.4249676107123351,0.14855897734012152
35011536410005,None,0.2493713268667165,None,0.30109142889284063,-0.05172010202612412
35011536410195,None,0.34796283518206805,None,0.5569640346754451,-0.20900119949337703
35011536410211,None,0.4271998772172569,None,0.35057113417157904,0.07662874304567785
35011536410166,None,0.5273325332394682,None,0.3470418647569257,0.18029066848254244
35011536410066,None,0.34925686361671565,None,0.5051400568554857,-0.15588319323877003
35011536410120,None,0.5715001687624467,None,0.5685679462872631,0.0029322224751835435
35011536410108,None,0.46949603983693794,None,0.4585962006950076,0.010899839141930323
35011536410009,None,0.22888713003196728,None,0.25755623741261363,-0.028669107380646347
35011536410113,None,0.46420464508185255,None,0.266647562638569,0.19755708244328357
35011536410029,None,0.3359177474426683,None,0.3356544396304123,0.0002633078122559751
35011536410045,None,0.626472317082065,None,0.5667139311470354,0.05975838593502958
35011536410207,None,0.5735265880524566,None,0.4249676107123351,0.14855897734012152
35011536410060,None,0.26517780610888453,None,0.17509090869183816,0.09008689741704637
35011536410194,None,0.34796283518206805,None,0.5569640346754451,-0.20900119949337703
35011536410045,None,0.6266876832613927,None,0.5593449007365638,0.06734278252482884
35011536410108,None,0.536478227582302,None,0.49939936085041775,0.037078866731884264
35011536410113,None,0.6947464285012348,None,0.5067232169700742,0.18802321153116064
35011536410008,None,0.2493713268667165,None,0.30109142889284063,-0.05172010202612412
35011536410159,None,0.20925087931713704,None,0.24701015540456994,-0.0377592760874329
35011536410120,None,0.46420464508185255,None,0.266647562638569,0.19755708244328357
35011536410012,None,0.49540409730498197,None,0.4991169726582849,-0.003712875353302947
35011536410029,None,0.20749346171266475,None,0.23904607204992775,-0.031552610337263004
35011536410024,None,0.2328238506982506,None,0.21821967610059753,0.014604174597653063
35011536410003,None,0.5265077149358862,None,0.4946231106225904,0.03188460431329582
35011536410059,None,0.6642618533356809,None,0.5855996887141234,0.0786621646215575
35011536410059,None,0.5027718449246461,None,0.5524940675476764,-0.04972222262303028
35011536410162,None,0.536478227582302,None,0.49939936085041775,0.037078866731884264
35011536410009,None,0.2493713268667165,None,0.30109142889284063,-0.05172010202612412
35011536410113,None,0.5369432880553274,None,0.46410421370942784,0.07283907434589959
35011536410123,None,0.20203555517954785,None,0.2074489475909545,-0.005413392411406648
